id,key,value,type
26770077,name,local knowledge,source
26770077,denomination,congregational,regular
26770078,ref,unknown,regular
26770078,man_made,communications_mast,regular
26770078,created_by,JOSM,regular
26770079,ref,unknown,regular
26770079,man_made,communications_mast,regular
26770079,created_by,JOSM,regular
26770080,amenity,police,regular
26770086,created_by,JOSM,regular
26776509,created_by,JOSM,regular
26776510,created_by,JOSM,regular
26777082,highway,motorway_junction,regular
26777082,name,Corporation Street,regular
26777082,ref,8,regular
26780294,highway,crossing,regular
26780294,crossing,pelican,regular
26780299,highway,crossing,regular
26780299,crossing,pelican,regular
26783522,amenity,recycling,regular
26783522,cans,yes,recycling
26783522,glass,yes,recycling
26783522,paper,yes,recycling
26783522,clothes,no,recycling
26783526,created_by,JOSM,regular
26783675,barrier,bollard,regular
26783682,highway,traffic_signals,regular
26783923,shop,car_repair,regular
26783924,created_by,JOSM,regular
26784305,created_by,JOSM,regular
26784311,created_by,JOSM,regular
26784313,created_by,JOSM,regular
26784335,highway,traffic_signals,regular
26784335,crossing,traffic_signals,regular
26784348,created_by,JOSM,regular
26784353,created_by,JOSM,regular
26784420,name,The Stag's Head,regular
26784420,amenity,pub,regular
26784421,note,Salvation Army Headquarters(?),regular
26784421,amenity,place_of_worship,regular
26784421,religion,christian,regular
26784421,denomination,salvation_army,regular
26784581,created_by,JOSM,regular
26784799,maxspeed,30,regular
26784799,traffic_sign,maxspeed,regular
26784845,created_by,JOSM,regular
26784854,created_by,JOSM,regular
26784875,created_by,JOSM,regular
26784879,name,World Peace Cafe,regular
26784879,source,photograph,regular
26784879,amenity,cafe,regular
26784880,ref,S11 89,regular
26784880,amenity,post_box,regular
26784880,operator,Royal Mail,regular
26784880,royal_cypher,EVIIR,regular
26784880,type,pillar,box
26784880,collection_times,Mo-Fr 16:00; Sa 11:15,regular
26785210,created_by,JOSM,regular
26785213,created_by,JOSM,regular
26785215,barrier,bollard,regular
26785580,barrier,bollard,regular
26785828,created_by,JOSM,regular
26785845,created_by,JOSM,regular
26785852,created_by,JOSM,regular
26785857,created_by,JOSM,regular
26785860,created_by,JOSM,regular
26786248,name,BP,regular
26786248,amenity,fuel,regular
26786248,created_by,JOSM,regular
26786407,created_by,JOSM,regular
26786409,shop,car_repair,regular
26786624,source,survey,regular
26786624,highway,crossing,regular
26786624,crossing,traffic_signals,regular
26786635,highway,stop,regular
26786637,created_by,JOSM,regular
26786769,created_by,JOSM,regular
26786785,highway,traffic_signals,regular
26787477,highway,stop,regular
26787590,source,Bing,regular
26787590,highway,turning_circle,regular
26787591,source,Bing,regular
26787591,highway,turning_circle,regular
26787592,source,Bing,regular
26787592,highway,turning_circle,regular
26787622,source,Bing,regular
26787622,highway,turning_circle,regular
26787623,source,Bing,regular
26787623,highway,turning_circle,regular
26787660,poi,location of OSM sheffield mapping party,regular
26787766,traffic_calming,table,regular
26787988,highway,turning_circle,regular
26787994,highway,turning_circle,regular
26788726,created_by,JOSM,regular
26788737,created_by,JOSM,regular
26788741,created_by,JOSM,regular
26789846,traffic_calming,hump,regular
26789855,traffic_calming,table,regular
26812711,highway,crossing,regular
26812711,crossing,unmarked,regular
26814427,created_by,JOSM,regular
26815095,name,The Harley,regular
26815095,tourism,hotel,regular
26815095,restaurant,yes,regular
26815095,wheelchair,limited,regular
26818471,name,Darnall,regular
26818471,train,yes,regular
26818471,railway,stop,regular
26818471,public_transport,stop_position,regular
26818567,created_by,JOSM,regular
26818570,created_by,JOSM,regular
26818658,created_by,JOSM,regular
26818664,created_by,JOSM,regular
26818669,created_by,JOSM,regular
26819571,created_by,JOSM,regular
26819584,highway,turning_circle,regular
26821408,name,Birley Edge,regular
26821408,is_in,"South Yorkshire, England, UK",regular
26821408,place,suburb,regular
26821416,created_by,JOSM,regular
26821444,created_by,JOSM,regular
26821721,bicycle,yes,regular
26821721,highway,crossing,regular
26821721,crossing,uncontrolled,regular
26821722,created_by,JOSM,regular
26821726,created_by,JOSM,regular
26821727,created_by,JOSM,regular
26822011,highway,crossing,regular
26822014,postal_code,S2 2RL,regular
26822115,created_by,JOSM,regular
26822125,highway,traffic_signals,regular
26825415,source,Bing,regular
26825415,highway,turning_circle,regular
26825416,source,Bing,regular
26825416,highway,turning_circle,regular
26825419,source,Bing,regular
26825419,highway,turning_circle,regular
26825421,source,Bing,regular
26825421,highway,turning_circle,regular
26825422,source,Bing,regular
26825422,highway,turning_circle,regular
26825425,created_by,JOSM,regular
26825432,source,Bing,regular
26825432,highway,turning_circle,regular
26825434,source,Bing,regular
26825434,highway,turning_circle,regular
26825436,source,Bing,regular
26825436,highway,turning_circle,regular
26825447,source,Bing,regular
26825447,highway,turning_circle,regular
26825450,created_by,JOSM,regular
26825453,created_by,JOSM,regular
26825454,created_by,JOSM,regular
26825457,name,The Springwood,regular
26825457,amenity,pub,regular
26832553,source,Bing,regular
26832553,highway,turning_circle,regular
26836068,source,photograph,regular
26836068,highway,bus_stop,regular
26836068,direction,E,regular
26836116,source,photograph,regular
26836116,highway,bus_stop,regular
26836118,name,Psalter Lane / Southcroft,regular
26836118,source,photograph,regular
26836118,highway,bus_stop,regular
26836118,created_by,JOSM,regular
26836548,created_by,JOSM,regular
26836875,created_by,JOSM,regular
26836876,created_by,JOSM,regular
26836884,created_by,JOSM,regular
26836895,created_by,JOSM,regular
26836906,created_by,JOSM,regular
26836912,created_by,JOSM,regular
26836927,created_by,JOSM,regular
26836943,created_by,JOSM,regular
26836951,created_by,JOSM,regular
26836952,created_by,JOSM,regular
26841706,amenity,post_box,regular
26841706,created_by,JOSM,regular
26841719,amenity,telephone,regular
26841719,created_by,JOSM,regular
26841863,name,Dungworth,regular
26841863,is_in,"South Yorkshire, England, UK",regular
26841863,place,village,regular
26841864,amenity,telephone,regular
26841864,created_by,JOSM,regular
26841902,amenity,post_box,regular
26841902,operator,Spar,regular
26841913,name,The Anvil,regular
26841913,amenity,pub,regular
26841920,created_by,JOSM,regular
26841923,name,Yew Tree Inn,regular
26841923,amenity,pub,regular
26841923,created_by,JOSM,regular
26841928,amenity,telephone,regular
26841928,created_by,JOSM,regular
26841929,name,The Hillsborough Club,regular
26841929,amenity,pub,regular
26841931,name,Fagan's,regular
26841931,amenity,pub,regular
26841932,ref,S1 67,regular
26841932,amenity,post_box,regular
26841932,operator,Royal Mail,regular
26841932,postal_code,S1,regular
26841935,name,The Forum,regular
26841935,amenity,bar,regular
26841935,wheelchair,limited,regular
26842554,amenity,telephone,regular
26842554,created_by,JOSM,regular
26842567,created_by,JOSM,regular
26842597,created_by,JOSM,regular
26842630,created_by,JOSM,regular
26842663,amenity,post_box,regular
26842663,created_by,JOSM,regular
26842666,amenity,post_box,regular
26842666,created_by,JOSM,regular
26842672,name,The Fox and Duck,regular
26842672,amenity,pub,regular
26843587,created_by,JOSM,regular
26848094,created_by,JOSM,regular
26865564,created_by,JOSM,regular
26866085,created_by,JOSM,regular
26866087,created_by,JOSM,regular
26866094,created_by,JOSM,regular
26866095,created_by,osm2go v0.6-8debian1,regular
26866096,created_by,JOSM,regular
26866808,created_by,JOSM,regular
26870179,created_by,JOSM,regular
26872112,highway,traffic_signals,regular
26872535,created_by,JOSM,regular
26872541,created_by,JOSM,regular
26872548,created_by,JOSM,regular
26872549,created_by,JOSM,regular
26872550,created_by,JOSM,regular
26872551,created_by,JOSM,regular
26884011,created_by,JOSM,regular
26884162,highway,mini_roundabout,regular
26884162,direction,clockwise,regular
26884168,created_by,JOSM,regular
26884680,created_by,JOSM,regular
26884681,created_by,JOSM,regular
26885131,name,Porter Brook,regular
26885131,amenity,pub,regular
26885131,housenumber,565,addr
26885142,barrier,bollard,regular
26885279,highway,crossing,regular
26885279,crossing,uncontrolled,regular
26885860,amenity,post_box,regular
26885860,operator,Royal Mail,regular
26885948,note,magnetic sensor to change traffic lights when bike approaches,regular
26886665,highway,traffic_signals,regular
26891216,created_by,JOSM,regular
26891217,created_by,JOSM,regular
26891218,created_by,JOSM,regular
26891229,highway,crossing,regular
26891229,crossing,uncontrolled,regular
26891766,created_by,JOSM,regular
26891771,created_by,JOSM,regular
26891776,created_by,JOSM,regular
26891793,created_by,JOSM,regular
26891801,created_by,JOSM,regular
26891805,created_by,JOSM,regular
26891830,created_by,JOSM,regular
26892035,created_by,JOSM,regular
26892039,created_by,JOSM,regular
26892954,created_by,JOSM,regular
26892955,created_by,JOSM,regular
26892960,created_by,JOSM,regular
26892961,created_by,JOSM,regular
26892962,created_by,JOSM,regular
26892963,created_by,JOSM,regular
26893353,highway,traffic_signals,regular
26910509,created_by,JOSM,regular
26910510,created_by,JOSM,regular
26910512,created_by,JOSM,regular
26910513,created_by,JOSM,regular
26916340,created_by,JOSM,regular
26916341,created_by,JOSM,regular
26916342,created_by,JOSM,regular
26916343,created_by,JOSM,regular
26916344,created_by,JOSM,regular
26916345,created_by,JOSM,regular
26916836,created_by,JOSM,regular
26916963,created_by,JOSM,regular
26916964,created_by,JOSM,regular
26916965,created_by,JOSM,regular
26916975,highway,mini_roundabout,regular
26916975,direction,clockwise,regular
26917024,amenity,fuel,regular
26917024,created_by,Potlatch 0.5d,regular
26917054,created_by,JOSM,regular
26917090,highway,crossing,regular
26917095,amenity,fuel,regular
26917095,created_by,Potlatch 0.5d,regular
26917181,created_by,JOSM,regular
26917182,created_by,JOSM,regular
26917183,created_by,JOSM,regular
26917342,highway,traffic_signals,regular
26917503,highway,crossing,regular
26917503,crossing,pelican,regular
26917508,created_by,JOSM,regular
26917512,created_by,JOSM,regular
26917513,created_by,JOSM,regular
26917518,created_by,JOSM,regular
26929862,highway,crossing,regular
26929864,highway,traffic_signals,regular
26929868,highway,mini_roundabout,regular
26929868,direction,clockwise,regular
26935240,created_by,JOSM,regular
26935653,created_by,JOSM,regular
26935654,created_by,JOSM,regular
26935657,created_by,JOSM,regular
26935659,created_by,JOSM,regular
26935660,created_by,JOSM,regular
26935661,created_by,JOSM,regular
26935665,name,Gypsy Queen,regular
26935665,wifi,yes,regular
26935665,amenity,pub,regular
26935665,street,Drakehouse Lane,addr
26935665,postcode,S20 1FW,addr
26935665,housename,Gypsy Queen,addr
26935755,name,Amraj,regular
26935755,amenity,restaurant,regular
26935755,created_by,JOSM,regular
26935773,name,Sainsburys,regular
26935773,shop,supermarket,regular
26935773,created_by,JOSM,regular
26935773,wheelchair,yes,regular
26952368,amenity,parking,regular
26952368,created_by,JOSM,regular
26970544,amenity,fuel,regular
26970546,name,The Norton,regular
26970546,amenity,pub,regular
26970546,created_by,JOSM,regular
26970624,highway,crossing,regular
26970624,crossing,traffic_signals,regular
26970624,crossing_ref,pelican,regular
26970630,highway,crossing,regular
26970630,crossing,uncontrolled,regular
26971087,highway,traffic_signals,regular
26971089,highway,crossing,regular
26971089,crossing,pelican,regular
26971091,highway,traffic_signals,regular
26971118,amenity,parking,regular
26971118,created_by,JOSM,regular
27003259,source,Bing,regular
27003259,highway,turning_circle,regular
27003259,surface,asphalt,regular
27003261,source,Bing,regular
27003261,highway,turning_circle,regular
27042086,highway,crossing,regular
27042086,crossing,toucan,regular
27145390,highway,crossing,regular
27145390,crossing,traffic_signals,regular
27145390,crossing_ref,toucan,regular
27145411,highway,traffic_signals,regular
27145437,created_by,JOSM,regular
27145438,created_by,JOSM,regular
27145439,created_by,JOSM,regular
27145573,highway,mini_roundabout,regular
27145573,direction,clockwise,regular
27145674,created_by,JOSM,regular
27145690,created_by,JOSM,regular
27145691,created_by,JOSM,regular
27145695,created_by,JOSM,regular
27145696,created_by,JOSM,regular
27145756,highway,crossing,regular
27145756,crossing,uncontrolled,regular
27145756,crossing_ref,zebra,regular
27145760,name,Morrisons,regular
27145760,amenity,fuel,regular
27145760,operator,Morrisons,regular
27145840,bus,yes,regular
27145840,highway,bus_stop,regular
27145840,public_transport,stop_position,regular
27145846,created_by,JOSM,regular
27146701,highway,traffic_signals,regular
27238292,highway,crossing,regular
27238636,created_by,JOSM,regular
27238637,created_by,JOSM,regular
27238645,created_by,JOSM,regular
27238647,highway,crossing,regular
27238660,created_by,JOSM,regular
27238682,created_by,JOSM,regular
27238683,highway,traffic_signals,regular
27238702,highway,traffic_signals,regular
27239081,highway,traffic_signals,regular
27239081,crossing,traffic_signals,regular
27239100,highway,traffic_signals,regular
27239100,crossing,traffic_signals,regular
27330626,name,Dronfield,regular
27330626,place,town,regular
27330626,created_by,JOSM,regular
27345527,created_by,JOSM,regular
27345529,created_by,JOSM,regular
27345531,created_by,JOSM,regular
27345534,created_by,JOSM,regular
27345725,highway,turning_circle,regular
27346633,created_by,JOSM,regular
27346659,created_by,JOSM,regular
27346667,created_by,JOSM,regular
27347757,created_by,JOSM,regular
27347781,created_by,JOSM,regular
27347783,created_by,JOSM,regular
27347789,created_by,JOSM,regular
27347790,created_by,JOSM,regular
27347791,created_by,JOSM,regular
27347801,created_by,JOSM,regular
27347806,created_by,JOSM,regular
27347812,created_by,JOSM,regular
27347848,highway,turning_circle,regular
27347856,highway,turning_circle,regular
27347857,highway,turning_circle,regular
27348147,created_by,JOSM,regular
27348176,highway,turning_circle,regular
27348182,highway,turning_circle,regular
27348185,amenity,post_box,regular
27348185,created_by,JOSM,regular
27353310,amenity,post_box,regular
27354091,created_by,JOSM,regular
27354109,created_by,JOSM,regular
27354117,created_by,JOSM,regular
27354127,created_by,JOSM,regular
27354178,created_by,JOSM,regular
27354179,created_by,JOSM,regular
27354182,created_by,JOSM,regular
27354482,created_by,JOSM,regular
27354549,name,Owler Bar,regular
27354549,is_in,"Derbyshire, England, UK",regular
27354549,place,hamlet,regular
27354577,highway,turning_circle,regular
29031153,created_by,JOSM,regular
29031154,created_by,JOSM,regular
29031155,highway,crossing,regular
29031155,created_by,JOSM,regular
29031156,created_by,JOSM,regular
29031980,created_by,JOSM,regular
29031981,created_by,JOSM,regular
29031982,created_by,JOSM,regular
29031983,created_by,JOSM,regular
29031984,created_by,JOSM,regular
29031985,created_by,JOSM,regular
29031986,created_by,JOSM,regular
29031987,created_by,JOSM,regular
29031988,created_by,JOSM,regular
29031989,created_by,JOSM,regular
29031990,created_by,JOSM,regular
29031991,created_by,JOSM,regular
29031992,created_by,JOSM,regular
29031993,created_by,JOSM,regular
29031994,created_by,JOSM,regular
29031995,created_by,JOSM,regular
29031996,created_by,JOSM,regular
29031997,created_by,JOSM,regular
29031998,created_by,JOSM,regular
29031999,created_by,JOSM,regular
29032000,created_by,JOSM,regular
29032001,created_by,JOSM,regular
29058217,amenity,telephone,regular
29058217,created_by,JOSM,regular
29058218,amenity,telephone,regular
29058218,created_by,JOSM,regular
29058219,amenity,telephone,regular
29058219,created_by,JOSM,regular
29058220,amenity,telephone,regular
29058220,created_by,JOSM,regular
29058222,amenity,bus_station,regular
29417353,name,Spinkhill,regular
29417353,is_in,"Derbyshire, England, UK",regular
29417353,place,village,regular
29417354,is_in,"Derbyshire, England, UK",regular
29417354,name,Renishaw,regular
29417354,note,Moved S to where most of the village is these days.,regular
29417354,place,village,regular
29417354,wikidata,Q7313260,regular
29417354,wikipedia,"en:Renishaw, Derbyshire",regular
29417355,is_in,"Derbyshire, England, UK",regular
29417355,name,Eckington,regular
29417355,place,town,regular
29417355,source,npe,regular
29417355,wikidata,Q1612862,regular
29417355,wikipedia,"en:Eckington, Derbyshire",regular
29417382,name,Middle Handley,regular
29417382,is_in,"Derbyshire, England, UK",regular
29417382,place,village,regular
29417384,name,West Handley,regular
29417384,is_in,"Derbyshire, England, UK",regular
29417384,place,village,regular
29417538,name,Apperknowle,regular
29417538,is_in,"Derbyshire, England, UK",regular
29417538,place,village,regular
29417625,name,Holmesfield,regular
29417625,place,village,regular
29417625,county,Derbyshire,in
29417625,country,UK,in
29417946,is_in,"South Yorkshire, England, UK",regular
29417946,name,Dore,regular
29417946,place,suburb,regular
29417946,source,npe,regular
29417946,wikidata,Q3036994,regular
29417946,wikipedia,en:Dore,regular
